Title,Authors,Genre,Price,Rating,Description,Image
Schattenglanz. Life is a Story - story.one,Esther G. Puckarion,Fiction,,,"Schattenglanz Eine Geschichte über Masken, Selbstfindung und die verborgenen Schatten in uns allen. Wer sind wir, wenn die Welt uns nur durch ein gefiltertes Bild sieht? Johanna Kaleword hat sich hinter der perfekten Fassade von Lucy versteckt, einem Social-Media-Star, dessen makellose Illusion Millionen verführt und zerstört. Doch als ein plötzlicher Zusammenbruch sie in die Dunkelheit stürzt, beginnt Johanna die Frage zu verfolgen, die sie nicht länger ignorieren kann: Wer bin ich wirklich? Eine Reise durch Schmerz, Selbstbetrug und Erkenntnis, die nicht nur Johanna, sondern auch dich als Leser:in dazu einlädt, hinter die Masken der Gesellschaft zu blicken und das eigene Leben neu zu hinterfragen. Schattenglanz ist eine packende Mischung aus Intensität, Poesie und einer Geschichte, die so real ist, dass sie tief unter die Haut geht.",http://books.google.com/books/content?id=mXRDEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Traumschützen. Life is a Story - story.one,Amy-Leanne Schorpp,Fiction,,,"Liebe oder Freundschaft Traum oder Realität Verlierer oder Gewinner Sieg oder Niederlage Revolution oder Schlachtfeld Leben oder Tod Vier Jugendliche schlafen tief und fest, während sie in ihren Träumen durch Wälder streifen und eine Revolution anzetteln wollen - Aber wenn sie träumen, warum spüren, riechen, schmecken und vor allem verlieben sie sich dann? Kann man zusammen träumen? Kann man jemanden lieben, von dem man träumt und kann man Verletzungen seines Traumes auch in der Realität spüren? Finde es heraus und begleite Merida, Hood, Holgersson und Elsa auf eine spektakuläre Reise durch ihre Träume.",http://books.google.com/books/content?id=B1LTEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Götterfunken. Life is a Story - story.one,Marvin Lützeler,Fiction,,,"In dieser kleinen Sammlung von Geschehnissen begleitet der Leser oder die Leserin einen Söldner und Abenteurer namens Ivan, der besondere Kräfte inheritiert, und seine Gefährten auf einem Abschnitt ihrer Reise vom rauen Söldnerdasein hin zum Leben als Abenteurer. Der Fokus liegt dabei auf Ivans inneren Konflikten, seinen Kämpfen und der Entwicklung seiner Fähigkeiten. Dieses Buch ist ein Auszug eines von vielen Storysträngen, die im Rahmen eines größeren Epos-Projekts des Autors geschrieben wurden und hier zusammengefasst sind. Normalerweise sind die einzelnen zugehörigen Orte in eigenen Kapiteln vorhanden und zeitlich durch die Unterbrechung durch andere Kapitel des Epos über andere Stränge voneinander getrennt.",http://books.google.com/books/content?id=llBLEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Mama sein. Life is a Story - story.one,Wolfsiera,Fiction,,,"An alle Mamas da draußen: Ihr seid nicht allein! Dieses Buch ist eine Sammlung von Geschichten von Mamas - für Mamas. Eine Sammlung, die die Vielseitigkeit des Mamaseins widerspiegeln soll. All die wunderschönen, Atemberaubenden Momente voller Glück, aber auch die Momente der Verzweiflung, der Trauer und der Erschöpfung. ""Mama sein"" erzählt Geschichten von Müttern, die ihre individuellen Erfahrungen teilen, und in denen man überrascht sein wird, wie sehr man sich darin wiederfinden vermag. Der perfekte kleine Geschichten Happen für zwischendurch, wenn das Kind dann doch endlich mal eingeschlafen ist ;) *** Alle Geschichten aus diesem Buch wurden im Rahmen einer Story-Challenge gesammelt.",http://books.google.com/books/content?id=zFg3EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Nordfriesische Weihnachten. Life is a Story - story.one,Daniela Neuwirth,Biography & Autobiography,,,"10/Von drauß` vom Walde komm ich her; ich muss euch sagen, es weihnachtet sehr! Allüberall auf den Tannenspitzen sah ich goldne Lichtlein blitzen und droben aus dem Himmelstor sah mit großen Augen das Christkind hervor. Und wie ich so strolcht durch den finstern Tann,... (T. Storm)",http://books.google.com/books/content?id=l9pSEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Marikas höchster Preis. Life is a Story - story.one,Clarissa Kühnberger,Fiction,,,"Die Wut in meinem Kopf sickert wie heiße, dicke Lava durch meinen gesamten Körper. Ich habe das Gefühl, in Flammen zu stehen. Flammen aus Zorn und Wut und ich habe nur einen Gedanken: Brenn Welt, brenn! Marika hasst ihr Leben und am liebsten würde sie eher heute als Morgen von dieser Welt verschwinden. Etwas, was schon bald Realität werden könnte, denn als sie eine erschütternde Diagnose erhält, wird ihre Lebensmüdigkeit auf eine harte Probe gestellt: Sie hat Krebs. Und plötzlich steht Marika vor der Entscheidung, ob sie sich behandeln lassen und weiterleben will oder ob sie dem Schicksal ihren Lauf lassen soll. Eine zutiefst berührende Kurzgeschichte über den Kampf gegen die Depressionen, die Suche nach dem Lebenssinn und die Kraft der Gemeinschaft.",http://books.google.com/books/content?id=P8X1EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Die Crusoe Agentur. Life is a Story - story.one,Johannes Schürmann,Fiction,,,"In 13 zusammenhängenden Kurzgeschichten wird die Geschichte von Robin erzählt, der auf offener See gestrandet ist, und damit zuerst gar nicht so unzufrieden scheint, aber langsam verzweifelt. Abwechselnd wird in Rückblenden offenbart, was ihn in diese Situation gebracht hat, und von seiner Zeit als Schiffbrüchiger erzählt.",http://books.google.com/books/content?id=l5zUEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Die magische Schlossgartentür. Life is a Story - story.one,Danny S. Henkler,Fiction,,,"Emily darf endlich in ihren Sommerferien zu Ihrer Tante nach Deutschland reisen. Ihre Entdeckung im Schlossgarten eröffnet ihr den Weg zu magischen Abenteuern. Ob und wie sie ihren Weg zurück findet, finden nur jene heraus, die diese Geschichte zu lesen vermögen. Dies ist ein Buch für groß und klein, für alt und jung. Jeder ist herzlich eingeladen in der Geschichte die Zeit zu verlieren und sich auf eine wundersame Reise mitnehmen zu lassen. Wir wünschen allen viel Spaß beim Lesen.",http://books.google.com/books/content?id=fswSEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Verloren in Gefühlen. Life is a Story - story.one,Desirée Palladino,Fiction,,,"Wie geht man mit Gefühlen um? Sind sie Freunde, Feinde oder doch einfach nur da? Was macht man, wenn man in einer Spirale eines Gefühls landet? Kann man einfach aufhören zu füllen? Eine junge Erwachsene auf der Suche nach sich selbst inmitten ihrer Gefühlswelt.",http://books.google.com/books/content?id=UgLUEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Blut für Blut. Life is a Story - story.one,Sarah Thalia Grüner,,,,,http://books.google.com/books/content?id=gQTUEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Nur eine Phase. Life is a Story - story.one,Hannah May,Fiction,,,"Ein Rummelplatz kann ein schöner Ort für ein erstes Date, einen netten Familienausflug oder einen gemütlicher Nachmittag mit Freunden sein. Vielleicht aber ist es auch genau der richtige Ort, um sich selbst zu verlieren. Diese Erzählung führt dich durch den wohl unergründlichsten Rummelplatz; den in unserem Kopf. Jedes Kapitel ist ein ganz eigenes Erlebnis. Ein ganz eigener Gedanke, der für Chaos sorgt. Und am Ende hängt doch alles irgendwie zusammen.",http://books.google.com/books/content?id=S6r6EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Ich will nicht!. Life is a Story - story.one,Selina Vale,Fiction,,,"""Ich will nicht - Mein Weg von der Ohnmacht zur Stärke"" Was passiert, wenn das eigene ""Nein"" ungehört verhallt, wenn Grenzen überschritten werden und die Welt nicht mehr dieselbe ist? Dieses Buch erzählt die wahre, schonungslose Geschichte einer jungen Frau, die sich aus den tiefsten Abgründen ihres Lebens zurück ins Licht kämpft. In einer Gesellschaft, die oft schweigt, wenn es darauf ankommt, nimmt die Autorin uns mit auf ihre Reise - eine Reise voller Schmerz, Zweifel und Wut, aber auch voller Mut, Stärke und Hoffnung. Wie fühlt es sich an, wenn die Wahrheit hinterfragt wird und Misstrauen den Kampf um Gerechtigkeit erschwert? Was macht es mit einem Menschen, wenn er ständig beweisen muss, dass seine Würde zählt? In ihrer fesselnden Erzählung blickt die Autorin nicht nur auf den Täter, sondern auch auf die Strukturen, die Übergriffe ermöglichen. ""Ich will nicht"" ist mehr als ein Buch. Es ist ein Schrei nach Gerechtigkeit, ein Aufruf an die Gesellschaft, hinzusehen und zuzuhören.",http://books.google.com/books/content?id=2DE7EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Archiv der Verflossenen. Life is a Story - story.one,Eva Meeks,Fiction,,,"»Vorbei - verjährt - Doch nimmer vergessen.« So fasste Joachim Ringelnatz 1928 das Ende einer Liebe zusammen. Vergessen ist schwer, damit hatte er recht. Doch wo landen all die Erinnerungen an unsere Verflossenen, wenn eine Liebe erlischt? In meiner Fantasie gibt es einen Ort, an dem sie gesammelt sind. Eine unendliche Auswahl an Geschichten von gescheiterten Beziehungen, heimlichen Liebschaften und unerfüllten Herzenswünschen. Und mit jedem Tag wird die Kollektion im »Archiv der Verflossenen« ein bisschen größer. Wer dort alles vertreten ist? Gemeinsam finden wir es heraus, denn ich habe den Schlüssel zu diesem besonderen Ort. Zwölf Menschen erzählen von einer verflossenen Liebe, die sie dorthin gebracht hat, wo sie heute stehen. Authentische Geschichten, angesiedelt zwischen Reue und Dankbarkeit, zwischen Herzschmerz und Erleichterung, zwischen Vergangenheit und Gegenwart. Denn die spannendsten Geschichten schreibt das Leben selbst.",http://books.google.com/books/content?id=nVccEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Seelenfresser: Meine Kindheit. Life is a Story - story.one,Regina Schneider,Biography & Autobiography,,,"Das hier ist meine Geschichte. Zu oft habe ich gesagt: ""Was ich schon alles erlebt habe, würde für ein Buch reichen!"", jetzt habe ich wirklich eins geschrieben. In diesem Buch nehme ich dich mit in meine Kindheit, die leider oft düster und grausam war. Aber es soll dich nicht deprimiert zurück lassen. Es soll dich animieren genauer hinzusehen, zu helfen, dir Mut geben um vielleicht dein eigenes Schweigen zu brechen. Und vor allem soll es dir zeigen, dass es sich immer lohnt zu kämpfen...",http://books.google.com/books/content?id=S9nQEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Schreie auf Papier. Life is a Story - story.one,Viola Münch,Fiction,,,"Wie oft muss Schmerz sich wiederholen, bevor er eine Sprache bekommt? Wie oft müssen wir in die gleiche Falle tappen, bis wir merken, dass sie nicht zufällig dort steht? In kurzen Erzählungen und lyrischen Fragmenten erzählt dieses Buch von Verletzungen und dem Glauben, Probleme allein bewältigen zu müssen. Es zeigt Bruchstücke eines Weges, auf dem sich Erkenntnisse formen - schrittweise, nicht immer geradlinig, manchmal schmerzhaft, manchmal befreiend. Und wie in der Erkenntnis, nicht allein zu sein, eine besondere Kraft liegt.",http://books.google.com/books/content?id=uU9LEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
